No.;"Nama Lembaga";"No. Seri Kartu SAM";"No. Manifest Kartu SAM";"No. PCID";Keterangan
48;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034840;2018BB12130900000000000000034840;Berhasil;R
49;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034841;2018BB12130900000000000000034841;Berhasil;R
50;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034842;2018BB12130900000000000000034842;Berhasil;R
51;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034843;2018BB12130900000000000000034843;Berhasil;R
52;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034844;2018BB12130900000000000000034844;Berhasil;R
53;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034845;2018BB12130900000000000000034845;Berhasil;R
54;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034846;2018BB12130900000000000000034846;Berhasil;R
55;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034847;2018BB12130900000000000000034847;Berhasil;R
56;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034848;2018BB12130900000000000000034848;Berhasil;R
57;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034849;2018BB12130900000000000000034849;Berhasil;R
58;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034850;2018BB12130900000000000000034850;Berhasil;R
59;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034851;2018BB12130900000000000000034851;Berhasil;R
60;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034852;2018BB12130900000000000000034852;Berhasil;R
61;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034853;2018BB12130900000000000000034853;Berhasil;R
62;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034854;2018BB12130900000000000000034854;Berhasil;R
63;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034855;2018BB12130900000000000000034855;Berhasil;R
64;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034856;2018BB12130900000000000000034856;Berhasil;R
65;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034857;2018BB12130900000000000000034857;Berhasil;R
66;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034858;2018BB12130900000000000000034858;Berhasil;R
67;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034859;2018BB12130900000000000000034859;Berhasil;R
68;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034860;2018BB12130900000000000000034860;Berhasil;R
69;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN034861;2018BB12130900000000000000034861;Berhasil;R
70;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035015;2018BB12140900000000000000035015;Berhasil;R
71;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035016;2018BB12140900000000000000035016;Berhasil;R
72;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035017;2018BB12140900000000000000035017;Berhasil;R
73;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035018;2018BB12140900000000000000035018;Berhasil;R
74;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035019;2018BB12140900000000000000035019;Berhasil;R
75;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035020;2018BB12140900000000000000035020;Berhasil;R
76;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035021;2018BB12140900000000000000035021;Berhasil;R
77;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035022;2018BB12140900000000000000035022;Berhasil;R
78;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035023;2018BB12140900000000000000035023;Berhasil;R
79;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035024;2018BB12140900000000000000035024;Berhasil;R
80;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035025;2018BB12140900000000000000035025;Berhasil;R
81;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035026;2018BB12140900000000000000035026;Berhasil;R
82;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035027;2018BB12140900000000000000035027;Berhasil;R
83;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035028;2018BB12140900000000000000035028;Berhasil;R
84;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035029;2018BB12140900000000000000035029;Berhasil;R
85;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035030;2018BB12140900000000000000035030;Berhasil;R
86;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035031;2018BB12140900000000000000035031;Berhasil;R
87;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035032;2018BB12140900000000000000035032;Berhasil;R
88;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035033;2018BB12140900000000000000035033;Berhasil;R
89;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035034;2018BB12140900000000000000035034;Berhasil;R
90;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035035;2018BB12140900000000000000035035;Berhasil;R
91;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035036;2018BB12140900000000000000035036;Berhasil;R
92;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035037;2018BB12140900000000000000035037;Berhasil;R
93;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035038;2018BB12140900000000000000035038;Berhasil;R
94;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035039;2018BB12140900000000000000035039;Berhasil;R
95;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035040;2018BB12140900000000000000035040;Berhasil;R
96;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035041;2018BB12140900000000000000035041;Berhasil;R
97;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035042;2018BB12140900000000000000035042;Berhasil;R
98;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035043;2018BB12140900000000000000035043;Berhasil;R
99;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035044;2018BB12140900000000000000035044;Berhasil;R
100;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035045;2018BB12140900000000000000035045;Berhasil;R
101;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035046;2018BB12140900000000000000035046;Berhasil;R
102;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035047;2018BB12140900000000000000035047;Berhasil;R
103;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035048;2018BB12140900000000000000035048;Berhasil;R
104;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035049;2018BB12140900000000000000035049;Berhasil;R
105;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035050;2018BB12140900000000000000035050;Berhasil;R
106;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035051;2018BB12140900000000000000035051;Berhasil;R
107;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035052;2018BB12140900000000000000035052;Berhasil;R
108;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035053;2018BB12140900000000000000035053;Berhasil;R
109;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035054;2018BB12140900000000000000035054;Berhasil;R
110;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035055;2018BB12140900000000000000035055;Berhasil;R
111;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035056;2018BB12140900000000000000035056;Berhasil;R
112;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035057;2018BB12140900000000000000035057;Berhasil;R
113;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035058;2018BB12140900000000000000035058;Berhasil;R
114;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035059;2018BB12140900000000000000035059;Berhasil;R
115;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035060;2018BB12140900000000000000035060;Berhasil;R
116;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035061;2018BB12140900000000000000035061;Berhasil;R
117;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035062;2018BB12140900000000000000035062;Berhasil;R
118;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035063;2018BB12140900000000000000035063;Berhasil;R
119;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035064;2018BB12140900000000000000035064;Berhasil;R
120;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035065;2018BB12140900000000000000035065;Berhasil;R
121;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035066;2018BB12140900000000000000035066;Berhasil;R
122;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035067;2018BB12140900000000000000035067;Berhasil;R
123;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035068;2018BB12140900000000000000035068;Berhasil;R
124;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035069;2018BB12140900000000000000035069;Berhasil;R
125;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035070;2018BB12140900000000000000035070;Berhasil;R
126;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035071;2018BB12140900000000000000035071;Berhasil;R
127;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035072;2018BB12140900000000000000035072;Berhasil;R
128;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035073;2018BB12140900000000000000035073;Berhasil;R
129;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035074;2018BB12140900000000000000035074;Berhasil;R
130;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035075;2018BB12140900000000000000035075;Berhasil;R
131;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035076;2018BB12140900000000000000035076;Berhasil;R
132;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035077;2018BB12140900000000000000035077;Berhasil;R
133;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035078;2018BB12140900000000000000035078;Berhasil;R
134;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035079;2018BB12140900000000000000035079;Berhasil;R
135;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035080;2018BB12140900000000000000035080;Berhasil;R
136;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035081;2018BB12140900000000000000035081;Berhasil;R
137;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035082;2018BB12140900000000000000035082;Berhasil;R
138;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035083;2018BB12140900000000000000035083;Berhasil;R
139;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035084;2018BB12140900000000000000035084;Berhasil;R
140;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035085;2018BB12140900000000000000035085;Berhasil;R
141;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035086;2018BB12140900000000000000035086;Berhasil;R
142;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035087;2018BB12140900000000000000035087;Berhasil;R
143;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035088;2018BB12140900000000000000035088;Berhasil;R
144;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035089;2018BB12140900000000000000035089;Berhasil;R
145;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035090;2018BB12140900000000000000035090;Berhasil;R
146;"bpjs kesehatan - 127 SAM LN";0;2018BB12LN035091;2018BB12140900000000000000035091;Berhasil;R
147;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038303;2018BB12231000000000000000038303;Berhasil;R
148;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038304;2018BB12231000000000000000038304;Berhasil;R
149;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038305;2018BB12231000000000000000038305;Berhasil;R
150;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038306;2018BB12231000000000000000038306;Berhasil;R
151;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038307;2018BB12231000000000000000038307;Berhasil;R
152;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038308;2018BB12231000000000000000038308;Berhasil;R
153;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038309;2018BB12231000000000000000038309;Berhasil;R
154;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038310;2018BB12231000000000000000038310;Berhasil;R
155;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038311;2018BB12231000000000000000038311;Berhasil;R
156;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038312;2018BB12231000000000000000038312;Berhasil;R
157;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038313;2018BB12231000000000000000038313;Berhasil;R
158;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038314;2018BB12231000000000000000038314;Berhasil;R
159;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038315;2018BB12231000000000000000038315;Berhasil;R
160;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038316;2018BB12231000000000000000038316;Berhasil;R
161;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038317;2018BB12231000000000000000038317;Berhasil;R
162;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038318;2018BB12231000000000000000038318;Berhasil;R
163;"bank perkreditan rakyat nusamba cepiring - 17 LN";0;2018BB12LN038319;2018BB12231000000000000000038319;Berhasil;R
164;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038404;2018BB12011100000000000000038404;Berhasil;R
165;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038405;2018BB12011100000000000000038405;Berhasil;R
166;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038406;2018BB12011100000000000000038406;Berhasil;R
167;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038407;2018BB12011100000000000000038407;Berhasil;R
168;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038408;2018BB12011100000000000000038408;Berhasil;R
169;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038409;2018BB12011100000000000000038409;Berhasil;R
170;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038410;2018BB12011100000000000000038410;Berhasil;R
171;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038411;2018BB12011100000000000000038411;Berhasil;R
172;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038412;2018BB12011100000000000000038412;Berhasil;R
173;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038413;2018BB12011100000000000000038413;Berhasil;R
174;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038414;2018BB12011100000000000000038414;Berhasil;R
175;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038415;2018BB12011100000000000000038415;Berhasil;R
176;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038416;2018BB12011100000000000000038416;Berhasil;R
177;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038417;2018BB12011100000000000000038417;Berhasil;R
178;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038418;2018BB12011100000000000000038418;Berhasil;R
179;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038419;2018BB12011100000000000000038419;Berhasil;R
180;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038420;2018BB12011100000000000000038420;Berhasil;R
181;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038421;2018BB12011100000000000000038421;Berhasil;R
182;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038422;2018BB12011100000000000000038422;Berhasil;R
183;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038423;2018BB12011100000000000000038423;Berhasil;R
184;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038424;2018BB12011100000000000000038424;Berhasil;R
185;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038425;2018BB12011100000000000000038425;Berhasil;R
186;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038426;2018BB12011100000000000000038426;Berhasil;R
187;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038427;2018BB12011100000000000000038427;Berhasil;R
188;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038428;2018BB12011100000000000000038428;Berhasil;R
189;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038429;2018BB12011100000000000000038429;Berhasil;R
190;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038430;2018BB12011100000000000000038430;Berhasil;R
191;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038431;2018BB12011100000000000000038431;Berhasil;R
192;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038432;2018BB12011100000000000000038432;Berhasil;R
193;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038433;2018BB12011100000000000000038433;Berhasil;R
194;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038434;2018BB12011100000000000000038434;Berhasil;R
195;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038435;2018BB12011100000000000000038435;Berhasil;R
196;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038436;2018BB12011100000000000000038436;Berhasil;R
197;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038437;2018BB12011100000000000000038437;Berhasil;R
198;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038438;2018BB12011100000000000000038438;Berhasil;R
199;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038439;2018BB12011100000000000000038439;Berhasil;R
200;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038440;2018BB12011100000000000000038440;Berhasil;R
201;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038441;2018BB12011100000000000000038441;Berhasil;R
202;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038442;2018BB12011100000000000000038442;Berhasil;R
203;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038443;2018BB12011100000000000000038443;Berhasil;R
204;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038444;2018BB12011100000000000000038444;Berhasil;R
205;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038445;2018BB12011100000000000000038445;Berhasil;R
206;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038446;2018BB12011100000000000000038446;Berhasil;R
207;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038447;2018BB12011100000000000000038447;Berhasil;R
208;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038448;2018BB12011100000000000000038448;Berhasil;R
209;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038449;2018BB12011100000000000000038449;Berhasil;R
210;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038450;2018BB12011100000000000000038450;Berhasil;R
211;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038451;2018BB12011100000000000000038451;Berhasil;R
212;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038452;2018BB12011100000000000000038452;Berhasil;R
213;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038453;2018BB12011100000000000000038453;Berhasil;R
214;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038454;2018BB12011100000000000000038454;Berhasil;R
215;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038455;2018BB12011100000000000000038455;Berhasil;R
216;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038456;2018BB12011100000000000000038456;Berhasil;R
217;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038457;2018BB12011100000000000000038457;Berhasil;R
218;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038458;2018BB12011100000000000000038458;Berhasil;R
219;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038459;2018BB12011100000000000000038459;Berhasil;R
220;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038460;2018BB12011100000000000000038460;Berhasil;R
221;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038461;2018BB12011100000000000000038461;Berhasil;R
222;"bank pembangunan daerah bali - 60LN";0;2018BB12LN038462;2018BB12011100000000000000038462;Berhasil;R
223;"bank ocbc nisp tbk - 9 SAM LN";0;2018BB12LN038884;2018BB12161100000000000000038884;Berhasil;R
224;"bank ocbc nisp tbk - 9 SAM LN";0;2018BB12LN038885;2018BB12161100000000000000038885;Berhasil;R
225;"bank ocbc nisp tbk - 9 SAM LN";0;2018BB12LN038886;2018BB12161100000000000000038886;Berhasil;R
226;"bank ocbc nisp tbk - 9 SAM LN";0;2018BB12LN038887;2018BB12161100000000000000038887;Berhasil;R
227;"bank ocbc nisp tbk - 9 SAM LN";0;2018BB12LN038888;2018BB12161100000000000000038888;Berhasil;R
228;"bank ocbc nisp tbk - 9 SAM LN";0;2018BB12LN038889;2018BB12161100000000000000038889;Berhasil;R
229;"bank ocbc nisp tbk - 9 SAM LN";0;2018BB12LN038890;2018BB12161100000000000000038890;Berhasil;R
230;"bank ocbc nisp tbk - 9 SAM LN";0;2018BB12LN038891;2018BB12161100000000000000038891;Berhasil;R
231;"bank ocbc nisp tbk - 9 SAM LN";0;2018BB12LN038892;2018BB12161100000000000000038892;Berhasil;R
232;"kabupaten wakatobi";0;2018AA1100039899;2018AA11051200000000000000039899;Berhasil;RW
233;"kabupaten wakatobi";0;2018AA1100039902;2018AA11051200000000000000039902;Berhasil;RW
234;"kabupaten simeuleu";0;2018AA1100039903;2018AA11051200000000000000039903;Berhasil;RW
235;"kabupaten simeuleu";0;2018AA1100039904;2018AA11051200000000000000039904;Berhasil;RW
236;"bank negara indonesia 1946 kantor cabang tarakan - 4LEN";0;2018BB12LN040508;2018BB12271200000000000000040508;Berhasil;R
237;"bank negara indonesia 1946 kantor cabang tarakan - 4LEN";0;2018BB12LN040509;2018BB12271200000000000000040509;Berhasil;R
238;"bank negara indonesia 1946 kantor cabang tarakan - 4LEN";0;2018BB12LN040510;2018BB12271200000000000000040510;Berhasil;R
239;"bank negara indonesia 1946 kantor cabang tarakan - 4LEN";0;2018BB12LN040511;2018BB12271200000000000000040511;Berhasil;R
240;"dinas kesehatan kabupaten cirebon - 31 LEN";0;2019BB12LN040531;2019BB12140100000000000000040531;Berhasil;R
241;"dinas kesehatan kabupaten cirebon - 31 LEN";0;2019BB12LN040532;2019BB12140100000000000000040532;Berhasil;R
242;"dinas kesehatan kabupaten cirebon - 31 LEN";0;2019BB12LN040533;2019BB12140100000000000000040533;Berhasil;R
243;"dinas kesehatan kabupaten cirebon - 31 LEN";0;2019BB12LN040534;2019BB12140100000000000000040534;Berhasil;R
244;"dinas kesehatan kabupaten cirebon - 31 LEN";0;2019BB12LN040535;2019BB12140100000000000000040535;Berhasil;R
245;"dinas kesehatan kabupaten cirebon - 31 LEN";0;2019BB12LN040536;2019BB12140100000000000000040536;Berhasil;R
