No.;"Nama Lembaga";"No. Seri Kartu SAM";"No. Manifest Kartu SAM";"No. PCID";Keterangan
895;"PT Nusa Surya Ciptadana";"30 15 01 13 00 00 53 7D";2019BB12ID050011;2019BB12130900000000000000050011;Berhasil;R
896;"PT Nusa Surya Ciptadana";"30 15 01 13 00 00 53 7E";2019BB12ID050012;2019BB12130900000000000000050012;Berhasil;R
897;"ditjen bea dan cukai - kemenkeu - ID";"30 15 01 13 00 00 53 7F";2019BB12ID050009;2019BB12130900000000000000050009;Berhasil;R
898;"pt clipan finance indonesia - 5ID";"30 15 01 13 00 00 53 80";2019BB12ID050004;2019BB12130900000000000000050004;Berhasil;R
899;"pt clipan finance indonesia - 5ID";"30 15 01 13 00 00 53 81";2019BB12ID050005;2019BB12130900000000000000050005;Berhasil;R
900;"pt clipan finance indonesia - 5ID";"30 15 01 13 00 00 53 82";2019BB12ID050006;2019BB12130900000000000000050006;Berhasil;R
901;"pt clipan finance indonesia - 5ID";"30 15 01 13 00 00 53 83";2019BB12ID050007;2019BB12130900000000000000050007;Berhasil;R
902;"pt clipan finance indonesia - 5ID";"30 15 01 13 00 00 53 84";2019BB12ID050008;2019BB12130900000000000000050008;Berhasil;R
903;"pt privy identitas digital - 3 ID - 1";"30 15 01 13 00 00 53 85";2019BB12ID050013;2019BB12130900000000000000050013;Berhasil;R
904;"pt privy identitas digital - 3 ID - 1";"30 15 01 13 00 00 53 86";2019BB12ID050014;2019BB12130900000000000000050014;Berhasil;R
905;"pt privy identitas digital - 3 ID - 1";"30 15 01 13 00 00 53 87";2019BB12ID050015;2019BB12130900000000000000050015;Berhasil;R
906;"korlantas - polri - 2 SAM ID";"30 15 01 13 00 00 53 89";2019BB12ID050200;2019BB12200900000000000000050200;Berhasil;R
907;"korlantas - polri - 2 SAM ID";"30 15 01 13 00 00 53 8A";2019BB12ID050201;2019BB12200900000000000000050201;Berhasil;R
908;"bank negara indonesia 1946 kantor cabang tulungagung - 4 IDPRO";"30 15 01 13 00 00 53 CB";2019BB12ID050576;2019BB12151000000000000000050576;Berhasil;R
909;"dinas dukcapil kota banjarbaru - 2idpro";"30 15 01 13 00 00 53 CE";2019BB12ID050581;2019BB12151000000000000000050581;Berhasil;R
910;"bank perkreditan rakyat alabio sungai pandan";"30 15 01 13 00 00 53 D3";2019BB12ID050561;2019BB12151000000000000000050561;Berhasil;R
911;"dinas dukcapil provinsi dki jakarta - 2ID";"30 15 01 13 00 00 53 DB";2019BB12ID050635;2019BB12221000000000000000050635;Berhasil;R
912;"dinas dukcapil provinsi dki jakarta - 2ID";"30 15 01 13 00 00 53 DC";2019BB12ID050634;2019BB12221000000000000000050634;Berhasil;R
913;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 E1";2019BB12ID055585;2019BB12081100000000000000055585;Berhasil;R
914;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 E2";2019BB12ID055584;2019BB12081100000000000000055584;Berhasil;R
915;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 E3";2019BB12ID055583;2019BB12081100000000000000055583;Berhasil;R
916;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 E4";2019BB12ID055582;2019BB12081100000000000000055582;Berhasil;R
917;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 E5";2019BB12ID055581;2019BB12081100000000000000055581;Berhasil;R
918;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 E6";2019BB12ID055580;2019BB12081100000000000000055580;Berhasil;R
919;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 E7";2019BB12ID055579;2019BB12081100000000000000055579;Berhasil;R
920;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 E8";2019BB12ID055578;2019BB12081100000000000000055578;Berhasil;R
921;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 E9";2019BB12ID055577;2019BB12081100000000000000055577;Berhasil;R
922;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 EA";2019BB12ID055576;2019BB12081100000000000000055576;Berhasil;R
923;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 EB";2019BB12ID055575;2019BB12081100000000000000055575;Berhasil;R
924;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 EC";2019BB12ID055574;2019BB12081100000000000000055574;Berhasil;R
925;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 ED";2019BB12ID055573;2019BB12081100000000000000055573;Berhasil;R
926;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 EE";2019BB12ID055572;2019BB12081100000000000000055572;Berhasil;R
927;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 EF";2019BB12ID055571;2019BB12081100000000000000055571;Berhasil;R
928;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 F0";2019BB12ID055570;2019BB12081100000000000000055570;Berhasil;R
929;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 F1";2019BB12ID054990;2019BB12081100000000000000054990;Berhasil;R
930;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 F2";2019BB12ID054989;2019BB12081100000000000000054989;Berhasil;R
931;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 F3";2019BB12ID054988;2019BB12081100000000000000054988;Berhasil;R
932;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 F4";2019BB12ID054987;2019BB12081100000000000000054987;Berhasil;R
933;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 F5";2019BB12ID054986;2019BB12081100000000000000054986;Berhasil;R
934;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 F6";2019BB12ID054985;2019BB12081100000000000000054985;Berhasil;R
935;"bank negara indonesia 1946 kantor wilayah senayan - 23 IDPRO";"30 15 01 13 00 00 53 F7";2019BB12ID054984;2019BB12081100000000000000054984;Berhasil;R
936;"pt. privy identitas digital - 3 ID - 2";"30 15 01 13 00 00 53 F8";2019BB12ID055588;2019BB12081100000000000000055588;Berhasil;R
937;"pt. privy identitas digital - 3 ID - 2";"30 15 01 13 00 00 53 F9";2019BB12ID055587;2019BB12081100000000000000055587;Berhasil;R
938;"pt. privy identitas digital - 3 ID - 2";"30 15 01 13 00 00 53 FA";2019BB12ID055586;2019BB12081100000000000000055586;Berhasil;R
939;"Bank Perkreditan Rakyat Mitra Harmoni Yogyakarta";"30 15 01 13 00 00 53 FB";2019BB12ID055591;2019BB12081100000000000000055591;Berhasil;R
940;"dinas dukcapil provinsi bengkulu - 2 SAM ID";"30 15 01 13 00 00 53 FC";2019BB12ID055590;2019BB12081100000000000000055590;Berhasil;R
941;"dinas dukcapil provinsi bengkulu - 2 SAM ID";"30 15 01 13 00 00 53 FD";2019BB12ID055589;2019BB12081100000000000000055589;Berhasil;R
942;"PT Indonesia Digital Identity (dit tata kelola aptika - kemkominfo)";"30 15 01 13 00 00 53 FE";2019BB12ID055634;2019BB12081100000000000000055634;Berhasil;R
943;"PT Indonesia Digital Identity (dit tata kelola aptika - kemkominfo)";"30 15 01 13 00 00 53 FF";2019BB12ID055633;2019BB12081100000000000000055633;Berhasil;R
944;"Maybank Indonesia Finance - 8 ID";"30 15 01 13 00 00 54 00";2019BB12ID055631;2019BB12081100000000000000055631;Berhasil;R
945;"Maybank Indonesia Finance - 8 ID";"30 15 01 13 00 00 54 01";2019BB12ID055630;2019BB12081100000000000000055630;Berhasil;R
946;"Maybank Indonesia Finance - 8 ID";"30 15 01 13 00 00 54 02";2019BB12ID055629;2019BB12081100000000000000055629;Berhasil;R
947;"Maybank Indonesia Finance - 8 ID";"30 15 01 13 00 00 54 03";2019BB12ID055628;2019BB12081100000000000000055628;Berhasil;R
948;"Maybank Indonesia Finance - 8 ID";"30 15 01 13 00 00 54 04";2019BB12ID055627;2019BB12081100000000000000055627;Berhasil;R
949;"Maybank Indonesia Finance - 8 ID";"30 15 01 13 00 00 54 05";2019BB12ID055626;2019BB12081100000000000000055626;Berhasil;R
950;"Maybank Indonesia Finance - 8 ID";"30 15 01 13 00 00 54 06";2019BB12ID055625;2019BB12081100000000000000055625;Berhasil;R
951;"Maybank Indonesia Finance - 8 ID";"30 15 01 13 00 00 54 07";2019BB12ID055624;2019BB12081100000000000000055624;Berhasil;R
952;"dinas dukcapil kabupaten aceh selatan - ID";"30 15 01 13 00 00 54 08";2019BB12ID054983;2019BB12081100000000000000054983;Berhasil;R
953;"kementerian lingkungan hidup dan kehutanan - LHK - ID";"30 15 01 13 00 00 54 1E";2019BB12ID055632;2019BB12081100000000000000055632;Berhasil;R
954;"dinas dukcapil provinsi maluku utara - 3ID - 2";"30 15 01 13 00 00 54 22";2019BB12ID055639;2019BB12081100000000000000055639;Berhasil;R
955;"dinas dukcapil provinsi maluku utara - 3ID - 2";"30 15 01 13 00 00 54 23";2019BB12ID055640;2019BB12081100000000000000055640;Berhasil;R
956;"dinas dukcapil provinsi maluku utara - 3ID - 2";"30 15 01 13 00 00 54 24";2019BB12ID055638;2019BB12081100000000000000055638;Berhasil;R
957;"dinas dukcapil kota padang - 3 BT - 2019";"30 15 01 13 00 00 54 25";2019BB12ID055643;2019BB12081100000000000000055643;Berhasil;R
958;"dinas dukcapil kota padang - 3 BT - 2019";"30 15 01 13 00 00 54 26";2019BB12ID055642;2019BB12081100000000000000055642;Berhasil;R
959;"dinas dukcapil kota padang - 3 BT - 2019";"30 15 01 13 00 00 54 27";2019BB12ID055641;2019BB12081100000000000000055641;Berhasil;R
960;"korlantas - polri - 43 SAM ID";"30 15 01 13 00 00 54 29";2019BB12ID057181;2019BB12021200000000000000057181;Berhasil;R
961;"korlantas - polri - 43 SAM ID";"30 15 01 13 00 00 54 2A";2019BB12ID057182;2019BB12021200000000000000057182;Berhasil;R
962;"korlantas - polri - 43 SAM ID";"30 15 01 13 00 00 54 2B";2019BB12ID057183;2019BB12021200000000000000057183;Berhasil;R
963;"bank aceh kantor cabang langsa - 8 SAM ID";"30 15 01 13 00 00 54 55";2019BB12ID057005;2019BB12291100000000000000057005;Berhasil;R
964;"bank aceh kantor cabang langsa - 8 SAM ID";"30 15 01 13 00 00 54 56";2019BB12ID057006;2019BB12291100000000000000057006;Berhasil;R
965;"bank aceh kantor cabang langsa - 8 SAM ID";"30 15 01 13 00 00 54 57";2019BB12ID057007;2019BB12291100000000000000057007;Berhasil;R
966;"pt pos indonesia - 12 sam ";"30 15 01 13 00 00 54 5D";2019BB12ID056993;2019BB12291100000000000000056993;Berhasil;R
967;"pt pos indonesia - 12 sam ";"30 15 01 13 00 00 54 5E";2019BB12ID056994;2019BB12291100000000000000056994;Berhasil;R
968;"pt pos indonesia - 12 sam ";"30 15 01 13 00 00 54 5F";2019BB12ID056995;2019BB12291100000000000000056995;Berhasil;R
969;"pt. privy identitas digital - 7 ID";"30 15 01 13 00 00 54 F1";2019BB12ID055597;2019BB12081100000000000000055597;Berhasil;R
970;"pt. privy identitas digital - 7 ID";"30 15 01 13 00 00 54 F2";2019BB12ID055596;2019BB12081100000000000000055596;Berhasil;R
971;"pt. privy identitas digital - 7 ID";"30 15 01 13 00 00 54 F3";2019BB12ID055595;2019BB12081100000000000000055595;Berhasil;R
972;"pt. privy identitas digital - 7 ID";"30 15 01 13 00 00 54 F4";2019BB12ID055594;2019BB12081100000000000000055594;Berhasil;R
973;"bank sahabat sampoerna tbk - 2 SAM ID";"30 15 01 13 00 00 54 F5";2019BB12ID055593;2019BB12081100000000000000055593;Berhasil;R
974;"bank sahabat sampoerna tbk - 2 SAM ID";"30 15 01 13 00 00 54 F6";2019BB12ID055592;2019BB12081100000000000000055592;Berhasil;R
975;"bank perkreditan rakyat utomo manunggal sejahtera - lampung - ID";"30 15 01 13 00 00 57  9C";2019BB12ID048545;2019BB12280800000000000000048545;Berhasil;R
976;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  9E";2019BB12ID048504;2019BB12280800000000000000048504;Berhasil;R
977;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  9F";2019BB12ID048505;2019BB12280800000000000000048505;Berhasil;R
978;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A0";2019BB12ID048506;2019BB12280800000000000000048506;Berhasil;R
979;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A1";2019BB12ID048507;2019BB12280800000000000000048507;Berhasil;R
980;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A2";2019BB12ID048508;2019BB12280800000000000000048508;Berhasil;R
981;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A3";2019BB12ID048509;2019BB12280800000000000000048509;Berhasil;R
982;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A4";2019BB12ID048510;2019BB12280800000000000000048510;Berhasil;R
983;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A5";2019BB12ID048511;2019BB12280800000000000000048511;Berhasil;R
984;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A6";2019BB12ID048512;2019BB12280800000000000000048512;Berhasil;R
985;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A7";2019BB12ID048513;2019BB12280800000000000000048513;Berhasil;R
986;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A8";2019BB12ID048514;2019BB12280800000000000000048514;Berhasil;R
987;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  A9";2019BB12ID048515;2019BB12280800000000000000048515;Berhasil;R
988;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  AA";2019BB12ID048516;2019BB12280800000000000000048516;Berhasil;R
989;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  AB";2019BB12ID048517;2019BB12280800000000000000048517;Berhasil;R
990;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  AC";2019BB12ID048518;2019BB12280800000000000000048518;Berhasil;R
991;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  AD";2019BB12ID048519;2019BB12280800000000000000048519;Berhasil;R
992;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  AE";2019BB12ID048520;2019BB12280800000000000000048520;Berhasil;R
993;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  AF";2019BB12ID048521;2019BB12280800000000000000048521;Berhasil;R
994;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B0";2019BB12ID048522;2019BB12280800000000000000048522;Berhasil;R
995;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B1";2019BB12ID048523;2019BB12280800000000000000048523;Berhasil;R
996;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B2";2019BB12ID048524;2019BB12280800000000000000048524;Berhasil;R
997;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B3";2019BB12ID048525;2019BB12280800000000000000048525;Berhasil;R
998;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B4";2019BB12ID048526;2019BB12280800000000000000048526;Berhasil;R
999;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B5";2019BB12ID048527;2019BB12280800000000000000048527;Berhasil;R
1000;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B6";2019BB12ID048528;2019BB12280800000000000000048528;Berhasil;R
1001;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B7";2019BB12ID048529;2019BB12280800000000000000048529;Berhasil;R
1002;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B8";2019BB12ID048530;2019BB12280800000000000000048530;Berhasil;R
1003;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  B9";2019BB12ID048531;2019BB12280800000000000000048531;Berhasil;R
1004;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  BA";2019BB12ID048532;2019BB12280800000000000000048532;Berhasil;R
1005;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  BB";2019BB12ID048533;2019BB12280800000000000000048533;Berhasil;R
1006;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  BC";2019BB12ID048534;2019BB12280800000000000000048534;Berhasil;R
1007;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  BD";2019BB12ID048535;2019BB12280800000000000000048535;Berhasil;R
1008;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  BE";2019BB12ID048536;2019BB12280800000000000000048536;Berhasil;R
1009;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  BF";2019BB12ID048537;2019BB12280800000000000000048537;Berhasil;R
1010;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  C0";2019BB12ID048538;2019BB12280800000000000000048538;Berhasil;R
1011;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  C1";2019BB12ID048539;2019BB12280800000000000000048539;Berhasil;R
1012;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  C2";2019BB12ID048540;2019BB12280800000000000000048540;Berhasil;R
1013;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  C3";2019BB12ID048541;2019BB12280800000000000000048541;Berhasil;R
1014;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  C4";2019BB12ID048542;2019BB12280800000000000000048542;Berhasil;R
1015;"bpjs ketenagakerjaan - 40 SAM ID";"30 15 01 13 00 00 57  C5";2019BB12ID048543;2019BB12280800000000000000048543;Berhasil;R
1016;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 09";2019BB12ID048357;2019BB12280800000000000000048357;Berhasil;R
1017;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 0A";2019BB12ID048358;2019BB12280800000000000000048358;Berhasil;R
1018;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 0B";2019BB12ID048359;2019BB12280800000000000000048359;Berhasil;R
1019;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 0C";2019BB12ID048360;2019BB12280800000000000000048360;Berhasil;R
1020;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 0D";2019BB12ID048361;2019BB12280800000000000000048361;Berhasil;R
1021;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 0E";2019BB12ID048362;2019BB12280800000000000000048362;Berhasil;R
1022;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 0F";2019BB12ID048363;2019BB12280800000000000000048363;Berhasil;R
1023;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 10";2019BB12ID048364;2019BB12280800000000000000048364;Berhasil;R
1024;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 11";2019BB12ID048365;2019BB12280800000000000000048365;Berhasil;R
1025;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 12";2019BB12ID048366;2019BB12280800000000000000048366;Berhasil;R
1026;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 13";2019BB12ID048367;2019BB12280800000000000000048367;Berhasil;R
1027;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 14";2019BB12ID048368;2019BB12280800000000000000048368;Berhasil;R
1028;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 15";2019BB12ID048369;2019BB12280800000000000000048369;Berhasil;R
1029;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 16";2019BB12ID048370;2019BB12280800000000000000048370;Berhasil;R
1030;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 17";2019BB12ID048371;2019BB12280800000000000000048371;Berhasil;R
1031;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 18";2019BB12ID048372;2019BB12280800000000000000048372;Berhasil;R
1032;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 19";2019BB12ID048373;2019BB12280800000000000000048373;Berhasil;R
1033;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 1A";2019BB12ID048374;2019BB12280800000000000000048374;Berhasil;R
1034;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 1B";2019BB12ID048375;2019BB12280800000000000000048375;Berhasil;R
1035;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 1C";2019BB12ID048376;2019BB12280800000000000000048376;Berhasil;R
1036;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 1D";2019BB12ID048377;2019BB12280800000000000000048377;Berhasil;R
1037;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 1E";2019BB12ID048378;2019BB12280800000000000000048378;Berhasil;R
1038;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 1F";2019BB12ID048379;2019BB12280800000000000000048379;Berhasil;R
1039;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 20";2019BB12ID048380;2019BB12280800000000000000048380;Berhasil;R
1040;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 21";2019BB12ID048381;2019BB12280800000000000000048381;Berhasil;R
1041;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 22";2019BB12ID048382;2019BB12280800000000000000048382;Berhasil;R
1042;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 23";2019BB12ID048383;2019BB12280800000000000000048383;Berhasil;R
1043;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 24";2019BB12ID048384;2019BB12280800000000000000048384;Berhasil;R
1044;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 25";2019BB12ID048385;2019BB12280800000000000000048385;Berhasil;R
1045;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 26";2019BB12ID048386;2019BB12280800000000000000048386;Berhasil;R
1046;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 27";2019BB12ID048387;2019BB12280800000000000000048387;Berhasil;R
1047;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 28";2019BB12ID048388;2019BB12280800000000000000048388;Berhasil;R
1048;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 29";2019BB12ID048389;2019BB12280800000000000000048389;Berhasil;R
1049;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 2A";2019BB12ID048390;2019BB12280800000000000000048390;Berhasil;R
1050;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 2B";2019BB12ID048391;2019BB12280800000000000000048391;Berhasil;R
1051;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 2C";2019BB12ID048392;2019BB12280800000000000000048392;Berhasil;R
1052;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 2D";2019BB12ID048393;2019BB12280800000000000000048393;Berhasil;R
1053;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 2E";2019BB12ID048394;2019BB12280800000000000000048394;Berhasil;R
1054;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 2F";2019BB12ID048395;2019BB12280800000000000000048395;Berhasil;R
1055;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 30";2019BB12ID048396;2019BB12280800000000000000048396;Berhasil;R
1056;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 31";2019BB12ID048397;2019BB12280800000000000000048397;Berhasil;R
1057;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 32";2019BB12ID048398;2019BB12280800000000000000048398;Berhasil;R
1058;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 33";2019BB12ID048399;2019BB12280800000000000000048399;Berhasil;R
1059;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 34";2019BB12ID048400;2019BB12280800000000000000048400;Berhasil;R
1060;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 35";2019BB12ID048401;2019BB12280800000000000000048401;Berhasil;R
1061;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 36";2019BB12ID048402;2019BB12280800000000000000048402;Berhasil;R
1062;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 37";2019BB12ID048403;2019BB12280800000000000000048403;Berhasil;R
1063;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 38";2019BB12ID048404;2019BB12280800000000000000048404;Berhasil;R
1064;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 39";2019BB12ID048405;2019BB12280800000000000000048405;Berhasil;R
1065;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 3A";2019BB12ID048406;2019BB12280800000000000000048406;Berhasil;R
1066;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 3B";2019BB12ID048407;2019BB12280800000000000000048407;Berhasil;R
1067;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 3C";2019BB12ID048408;2019BB12280800000000000000048408;Berhasil;R
1068;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 3D";2019BB12ID048409;2019BB12280800000000000000048409;Berhasil;R
1069;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 3E";2019BB12ID048410;2019BB12280800000000000000048410;Berhasil;R
1070;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 3F";2019BB12ID048411;2019BB12280800000000000000048411;Berhasil;R
1071;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 40";2019BB12ID048412;2019BB12280800000000000000048412;Berhasil;R
1072;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 41";2019BB12ID048413;2019BB12280800000000000000048413;Berhasil;R
1073;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 42";2019BB12ID048414;2019BB12280800000000000000048414;Berhasil;R
1074;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 43";2019BB12ID048415;2019BB12280800000000000000048415;Berhasil;R
1075;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 44";2019BB12ID048416;2019BB12280800000000000000048416;Berhasil;R
1076;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 45";2019BB12ID048417;2019BB12280800000000000000048417;Berhasil;R
1077;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 46";2019BB12ID048418;2019BB12280800000000000000048418;Berhasil;R
1078;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 47";2019BB12ID048419;2019BB12280800000000000000048419;Berhasil;R
1079;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 48";2019BB12ID048420;2019BB12280800000000000000048420;Berhasil;R
1080;"bareskrim - polril - 121 SAM ID";"30 15 01 13 00 00 57 49";2019BB12ID048421;2019BB12280800000000000000048421;Berhasil;R
